id,name,X,Y,area,subcatchment,river,catchment,country,KGE,correlation,bias,variability,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f0.8
3145,L'Aire à Chevières,3952500,2927500,1025,Oise,Aire,Seine,FR,0.756,0.915,0.836,0.842,3.0,441,54.2,60.9,77.4,88.4,98.9,112.5,122.6,132.8,146.2,2,1.0,1.0,1.0,0.5,0.5,0.5
3146,L'Aisne à Mouron,3942500,2922500,2425,Oise,Aisne,Seine,FR,0.888,0.928,0.963,0.923,2.0,441,115.1,129.8,166.0,190.0,213.1,242.9,265.2,287.4,316.8,1,1.0,0.0,2.0,1.0,0.3333333333333333,0.45054945054945056
3147,L'Aisne à Givry,3922500,2947500,3075,Oise,Aisne,Seine,FR,0.868,0.91,0.969,0.908,2.0,441,144.6,164.4,213.2,245.5,276.5,316.6,346.6,376.6,416.1,1,1.0,0.0,2.0,1.0,0.3333333333333333,0.45054945054945056
3148,L'Oise à Origny-Sainte-Benoite,3852500,2992500,1200,Oise,Oise,Seine,FR,,,,,2.0,433,38.4,43.2,55.1,63.0,70.5,80.3,87.6,94.9,104.6,2,2.0,0.0,1.0,1.0,0.6666666666666666,0.7663551401869159
3149,La Serre à Pont-à-Bucy,3852500,2972500,1625,Oise,Seine,Seine,FR,0.544,0.829,0.994,1.423,1.0,432,40.5,47.4,64.5,75.9,86.7,100.8,111.3,121.8,135.7,0,0.0,0.0,2.0,,0.0,0.0
3150,L'Oise à Sempigny,3817500,2962500,4200,Oise,Oise,Seine,FR,0.888,0.907,0.939,1.013,2.0,431,97.8,113.8,153.1,179.1,204.0,236.3,260.5,284.6,316.4,2,2.0,0.0,1.0,1.0,0.6666666666666666,0.7663551401869159
3151,L'Orne à May-sur-Orne,3567500,2942500,2525,Orne,Orne,Orne,FR,0.771,0.861,0.974,0.82,1.0,1,116.2,128.8,159.9,180.5,200.2,225.7,244.9,263.9,289.1,1,0.0,1.0,0.0,0.0,,0.0
3152,L'Aulne à Châteauneuf-du-Faou,3297500,2877500,1200,Aulne,Aulne,Aulne,FR,0.712,0.851,0.865,0.794,1.0,1,91.6,104.9,137.6,159.2,180.0,206.9,227.0,247.1,273.6,1,1.0,0.0,0.0,1.0,1.0,1.0
3153,La Vilaine à Guichen,3447500,2832500,3175,Vilaine,Vilaine,Vilaine,FR,0.854,0.9,1.106,0.993,1.0,1,171.8,196.9,258.7,299.6,338.9,389.7,427.7,465.7,515.7,0,0.0,0.0,0.0,,,
3154,La Loire à Bas-en-Basset,3857500,2482500,3325,Loire,Loire,Loire,FR,0.501,0.64,1.158,1.308,,9511,344.3,491.0,852.1,1091.2,1320.5,1617.3,1839.8,2061.4,2353.8,1,0.0,1.0,0.0,0.0,,0.0
3155,La Loire à Digoin,3862500,2612500,9400,Loire,Loire,Loire,FR,0.609,0.788,1.303,1.129,,9511,554.8,748.5,1225.3,1541.0,1843.8,2235.7,2529.4,2822.0,3208.1,1,1.0,0.0,0.0,1.0,1.0,1.0
3156,L'Arroux à Étang-sur-Arroux,3877500,2652500,1925,Loire,Arroux,Loire,FR,0.806,0.851,0.978,0.877,,9411,153.7,184.2,259.2,308.8,356.4,418.1,464.2,510.3,571.0,0,0.0,0.0,0.0,,,
3157,L'Arroux à Rigny-sur-Arroux,3867500,2627500,2275,Arroux,Arroux,Loire,FR,0.834,0.846,0.946,0.967,,9411,178.1,211.5,293.5,347.8,399.9,467.3,517.8,568.2,634.6,0,0.0,0.0,0.0,,,
3158,L'Arroux à Digoin,3862500,2617500,3125,Arroux,Arroux,Loire,FR,0.832,0.844,0.982,0.94,,9411,219.8,262.2,366.6,435.7,502.0,587.8,652.1,716.2,800.7,0,0.0,0.0,0.0,,,
3159,La Loire à Gilly-sur-Loire,3842500,2622500,13950,Loire,Loire,Loire,FR,0.729,0.807,1.19,0.993,,9311,741.7,950.1,1463.1,1802.8,2128.5,2550.2,2866.3,3181.1,3596.5,1,0.0,1.0,0.0,0.0,,0.0
3160,L'Aron à Verneuil,3832500,2657500,1525,Aron,Aron,Loire,FR,0.719,0.813,0.9,0.816,,9211,65.3,73.6,94.2,107.8,120.8,137.7,150.4,163.0,179.6,2,1.0,1.0,1.0,0.5,0.5,0.5
3161,La Loire à Nevers,3802500,2677500,18275,Loire,Loire,Loire,FR,0.787,0.831,1.127,0.971,,9111,853.2,1051.1,1538.3,1860.8,2170.2,2570.7,2870.8,3169.8,3564.3,0,0.0,0.0,0.0,,,
3162,L'Alagnon à Lempdes-sur-Allagnon,3792500,2497500,1100,Allier,Alagnon,Loire,FR,0.646,0.707,1.195,0.963,,8611,96.2,123.1,189.2,232.9,274.9,329.2,369.9,410.5,464.0,1,0.0,1.0,0.0,0.0,,0.0
3163,L'Allier à Coudes,3792500,2522500,5350,Allier,Allier,Loire,FR,0.619,0.656,1.062,1.152,,8511,344.7,442.7,683.8,843.5,996.6,1194.9,1343.4,1491.4,1686.7,1,0.0,1.0,0.0,0.0,,0.0
3164,L'Allier à Limons,3812500,2562500,7100,Allier,Allier,Loire,FR,0.601,0.647,1.07,1.173,,8511,363.5,459.7,696.3,853.0,1003.3,1197.8,1343.6,1488.8,1680.4,1,0.0,1.0,0.0,0.0,,0.0
3165,L'Allier à Saint-Yorre,3817500,2572500,8950,Allier,Allier,Loire,FR,0.677,0.687,0.928,1.029,,8311,422.4,531.3,799.3,976.8,1147.1,1367.4,1532.5,1697.1,1914.1,1,0.0,1.0,0.0,0.0,,0.0
3167,L'Allier à Châtel-de-Neuvre,3807500,2612500,12825,Allier,Allier,Loire,FR,0.646,0.664,1.109,1.012,,8111,530.6,650.4,945.2,1140.4,1327.6,1569.9,1751.5,1932.4,2171.2,2,0.0,2.0,0.0,0.0,,0.0
3168,L'Allier à Moulins,3807500,2627500,13100,Allier,Allier,Loire,FR,0.655,0.683,1.135,0.989,,8111,529.4,647.7,938.7,1131.4,1316.2,1555.5,1734.8,1913.4,2149.1,2,0.0,2.0,0.0,0.0,,0.0
3169,L'Allier à Cuffy,3792500,2667500,14300,Allier,Allier,Loire,FR,0.626,0.674,1.183,0.994,,8111,543.3,658.8,943.1,1131.3,1311.8,1545.5,1720.6,1895.0,2125.2,2,0.0,2.0,0.0,0.0,,0.0
3170,La Loire à Cours-les-Barres,3792500,2682500,32800,Loire,Loire,Loire,FR,,,,,,7111,1285.1,1557.2,2227.0,2670.4,3095.8,3646.4,4058.9,4470.0,5012.4,0,0.0,0.0,0.0,,,
3171,La Loire à Saint-Martin-sur-Ocre et à Gien,3767500,2757500,35900,Loire,Loire,Loire,FR,0.633,0.802,1.306,0.959,,7111,1312.1,1565.8,2190.2,2603.7,3000.3,3513.6,3898.3,4281.5,4787.2,0,0.0,0.0,0.0,,,
3172,La Loire à Orléans,3717500,2787500,37250,Loire,Loire,Loire,FR,0.547,0.812,1.398,0.895,,7111,1299.5,1539.0,2128.3,2518.4,2892.6,3377.0,3740.0,4101.7,4578.9,0,0.0,0.0,0.0,,,
3173,La Loire à Blois,3672500,2757500,38375,Loire,Loire,Loire,FR,0.754,0.816,1.16,0.968,,7111,1300.3,1531.5,2100.3,2476.9,2838.2,3305.8,3656.2,4005.3,4466.0,0,0.0,0.0,0.0,,,
3174,Le Cher à Saint-Amand-Montrond,3747500,2652500,3900,Cher,Cher,Loire,FR,0.586,0.754,1.012,0.667,,6511,82.2,92.0,116.3,132.4,147.8,167.7,182.7,197.6,217.2,0,0.0,0.0,0.0,,,
3175,L'Yèvre à Savigny-en-Septaine,3757500,2687500,550,Cher,Yevre,Loire,FR,0.775,0.871,0.91,0.84,,6411,13.9,15.8,20.3,23.3,26.2,29.9,32.7,35.4,39.1,1,0.0,1.0,0.0,0.0,,0.0
3176,Le Cher à Selles-sur-Cher,3692500,2717500,9275,Cher,Cher,Loire,FR,,,,,,6311,194.1,216.8,272.7,309.8,345.3,391.2,425.7,460.0,505.3,0,0.0,0.0,0.0,,,
3177,Le Cher à Châtillon-sur-Cher,3677500,2722500,12800,Cher,Cher,Loire,FR,0.874,0.923,0.998,0.9,,6111,271.8,309.2,401.1,462.0,520.4,596.0,652.6,709.1,783.5,0,0.0,0.0,0.0,,,
3178,Le Cher à Tours,3617500,2737500,13650,Cher,Cher,Loire,FR,0.862,0.919,0.921,0.92,,6111,277.7,317.4,415.3,480.1,542.2,622.7,683.0,743.0,822.3,0,0.0,0.0,0.0,,,
3179,La Loire à Langeais,3597500,2737500,56675,Loire,Loire,Loire,FR,0.824,0.873,1.101,0.933,,5311,1542.9,1764.3,2309.1,2669.8,3015.8,3463.6,3799.2,4133.6,4574.7,0,0.0,0.0,0.0,,,
3180,L'Indre à Saint-Cyran-du-Jambot,3647500,2697500,1775,Loire,Indre,Loire,FR,0.799,0.874,0.848,0.96,,5211,42.3,48.0,61.9,71.1,80.0,91.4,100.0,108.6,119.9,0,0.0,0.0,0.0,,,
3181,Le Clain à Poitiers,3582500,2657500,2450,Vienne,Clain,Loire,FR,0.794,0.864,1.122,0.906,,4411,75.6,92.4,133.6,160.9,187.1,220.9,246.3,271.6,305.0,1,0.0,1.0,0.0,0.0,,0.0
3182,La Vienne à Ingrandes,3602500,2687500,10250,Vienne,Vienne,Loire,FR,0.846,0.905,1.082,0.911,,4311,531.4,589.7,733.4,828.5,919.7,1037.7,1126.2,1214.3,1330.6,0,0.0,0.0,0.0,,,
3183,La Creuse à Ciron [Scoury],3652500,2652500,3500,Vienne,Creuse,Loire,FR,0.816,0.834,0.947,0.942,,4231,176.6,221.2,330.9,403.5,473.2,563.4,631.0,698.3,787.1,0,0.0,0.0,0.0,,,
3184,La Gartempe à Montmorillon,3622500,2632500,1825,Vienne,Gartempe,Loire,FR,0.788,0.827,0.881,0.969,,4223,114.4,131.4,173.2,200.9,227.4,261.8,287.5,313.2,347.0,1,0.0,1.0,0.0,0.0,,0.0
3185,L'Anglin à Mérigny,3627500,2657500,1625,Vienne,Anglin,Loire,FR,0.682,0.736,1.127,0.876,,4222,130.1,150.7,201.5,235.1,267.3,309.0,340.3,371.4,412.5,1,0.0,1.0,0.0,0.0,,0.0
3186,La Creuse à Leugny,3617500,2682500,7950,Vienne,Creuse,Loire,FR,0.84,0.856,0.978,0.933,,4211,414.4,490.1,676.3,799.7,918.0,1071.1,1185.9,1300.2,1451.0,1,0.0,1.0,0.0,0.0,,0.0
3187,La Vienne à Nouâtre et à Pouzay,3602500,2707500,20075,Vienne,Vienne,Loire,FR,0.86,0.906,1.076,0.93,,4111,939.8,1073.0,1401.1,1618.2,1826.5,2096.2,2298.2,2499.5,2765.2,1,0.0,1.0,0.0,0.0,,0.0
3188,La Loire à Montsoreau et à Saumur,3562500,2732500,81450,Loire,Loire,Loire,FR,0.824,0.902,1.086,0.882,,3311,2212.9,2473.7,3115.7,3540.8,3948.5,4476.2,4871.7,5265.8,5785.6,0,0.0,0.0,1.0,,0.0,0.0
3189,Le Thouet à Missé [Missé],3547500,2702500,1150,Thouet,Thouet,Loire,FR,,,,,,3211,35.8,43.8,63.5,76.6,89.1,105.4,117.5,129.6,145.6,1,0.0,1.0,0.0,0.0,,0.0
3190,La Sarthe à Neuville-sur-Sarthe et à Souillé [Montreuil],3592500,2827500,2675,Maine,Sarthe,Loire,FR,,,,,,2451,133.8,150.9,193.0,220.8,247.5,282.1,308.0,333.9,367.9,1,1.0,0.0,0.0,1.0,1.0,1.0
3193,La Sarthe à Spay [Ecluse de Prélandon],3587500,2802500,5525,Maine,Sarthe,Loire,FR,0.733,0.834,0.978,1.207,,2431,253.1,282.3,354.3,402.0,447.7,506.9,551.3,595.5,653.8,1,1.0,0.0,0.0,1.0,1.0,1.0
3194,La Sarthe à Saint-Denis-d'Anjou [Beffes],3547500,2797500,7450,Maine,Sarthe,Loire,FR,0.799,0.832,0.971,1.106,,2431,318.8,357.7,453.2,516.5,577.2,655.8,714.7,773.3,850.7,1,1.0,0.0,0.0,1.0,1.0,1.0
3195,Le Loir à Saint-Maur-sur-le-Loir,3682500,2822500,1150,Maine,Loir,Loire,FR,0.518,0.678,0.955,0.644,,2400,11.7,14.4,21.1,25.6,29.8,35.3,39.5,43.6,49.0,2,2.0,0.0,0.0,1.0,1.0,1.0
3196,Le Loir à Flée [Port-Gautier],3607500,2777500,6575,Maine,Loir,Loire,FR,0.838,0.873,1.059,0.917,,2421,105.4,125.7,175.8,209.0,240.8,282.0,312.8,343.6,384.1,0,0.0,0.0,0.0,,,
3197,Le Loir à Durtal,3552500,2782500,8100,Maine,Loir,Loire,FR,0.894,0.926,1.077,0.996,,2421,149.3,178.6,250.7,298.5,344.2,403.5,447.9,492.2,550.6,0,0.0,0.0,0.0,,,
3198,La Mayenne à Saint-Fraimbault-de-Prières,3537500,2862500,1950,Maine,Mayenne,Loire,FR,0.827,0.828,0.992,0.996,,2431,138.1,157.5,205.3,236.9,267.3,306.5,336.0,365.3,404.0,1,1.0,0.0,0.0,1.0,1.0,1.0
3199,La Mayenne à l'Huisserie [Bonne],3522500,2822500,3675,Maine,Mayenne,Loire,FR,0.761,0.846,1.182,1.026,,2431,252.3,285.2,366.2,419.8,471.2,537.8,587.7,637.3,702.9,1,1.0,0.0,0.0,1.0,1.0,1.0
3200,L'Oudon à Châtelais [Marcillé],3502500,2802500,750,Maine,Oudon,Loire,FR,0.693,0.827,0.987,0.747,,2421,24.1,27.9,37.4,43.6,49.6,57.3,63.1,68.9,76.5,1,0.0,1.0,0.0,0.0,,0.0
3201,L'Oudon à Segré [écluse de Maingué],3512500,2787500,1475,Maine,Oudon,Loire,FR,0.682,0.839,1.103,0.746,,2421,43.5,50.9,69.0,81.0,92.5,107.4,118.5,129.7,144.3,1,0.0,1.0,0.0,0.0,,0.0
3202,La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-,3502500,2757500,110750,Loire,Loire,Loire,FR,0.818,0.911,1.115,0.89,,1511,2818.9,3110.6,3828.3,4303.5,4759.4,5349.4,5791.5,6232.1,6813.3,0,0.0,0.0,1.0,,0.0,0.0
3203,La Sèvre Nantaise à Clisson,3467500,2727500,1400,La Sevre,Sevre,Loire,FR,0.753,0.785,0.885,1.043,,1431,118.6,139.0,189.4,222.7,254.7,296.1,327.1,358.0,398.8,1,1.0,0.0,0.0,1.0,1.0,1.0
3204,La Maine à Remouillé,3462500,2727500,625,La Sevre,Maine,Loire,FR,0.728,0.796,0.986,0.821,,1421,61.6,74.9,107.6,129.3,150.1,177.0,197.2,217.2,243.7,1,1.0,0.0,0.0,1.0,1.0,1.0
3207,La Garonne à Portet-sur-Garonne,3627500,2307500,10000,"Garonne, below Ariege",Garonne,Garonne,FR,0.798,0.816,0.941,0.941,1.0,531,849.5,1019.3,1437.2,1713.9,1979.3,2322.8,2580.3,2836.7,3175.1,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
3208,Le Tarn à Millau,3767500,2357500,2100,Tarn,Tarn,Garonne,FR,0.672,0.735,1.122,1.148,2.0,431,490.4,612.4,912.7,1111.6,1302.3,1549.1,1734.1,1918.5,2161.6,0,0.0,0.0,0.0,,,
3209,L'Aveyron à Laguépie [1],3677500,2377500,1575,Tarn,Aveyron,Garonne,FR,0.655,0.792,0.964,0.727,3.0,421,68.9,83.9,120.9,145.4,168.9,199.3,222.0,244.7,274.7,0,0.0,0.0,0.0,,,
3210,L'Aveyron à Montauban [Loubéjac],3627500,2372500,5300,Tarn,Aveyron,Garonne,FR,0.593,0.804,1.026,0.644,3.0,421,166.1,191.0,252.3,292.8,331.7,382.1,419.8,457.4,507.0,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
3211,La Garonne à Lamagistère,3587500,2377500,32325,"Garonne, below Tarn",Garonne,Garonne,FR,0.842,0.862,1.02,0.926,1.0,351,1948.1,2293.4,3143.0,3705.5,4245.0,4943.4,5466.8,5988.2,6676.2,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
3212,Le Célé à Orniac [Les Amis du Célé],3667500,2417500,1175,Lot,Cele,Garonne,FR,0.822,0.826,0.993,0.964,3.0,221,156.7,180.5,239.0,277.8,315.0,363.2,399.2,435.2,482.6,2,0.0,2.0,0.0,0.0,,0.0
3213,La Dordogne à Lanzac et à Souillac,3647500,2457500,8250,"Dordogne, headwaters",Dordogne,Dordogne,FR,0.711,0.778,0.866,0.873,1.0,5,498.1,579.9,781.4,914.8,1042.8,1208.4,1332.5,1456.2,1619.3,2,1.0,1.0,0.0,0.5,1.0,0.7192982456140351
3214,La Dordogne à Cénac-et-Saint-Julien,3632500,2452500,8550,"Dordogne, headwaters",Dordogne,Dordogne,FR,0.722,0.78,0.855,0.912,1.0,5,511.8,594.7,798.7,933.8,1063.4,1231.1,1356.8,1482.0,1647.2,2,1.0,1.0,0.0,0.5,1.0,0.7192982456140351
3215,La Vézère à Larche,3647500,2482500,2525,Vezere,Vezere,Dordogne,FR,,,,,2.0,4,264.9,307.7,413.1,482.9,549.8,636.5,701.4,766.1,851.5,1,0.0,1.0,0.0,0.0,,0.0
3216,La Vézère à Campagne,3607500,2462500,3675,Vezere,Vezere,Dordogne,FR,0.802,0.832,1.093,0.95,2.0,4,333.1,384.8,512.0,596.2,677.0,781.6,860.0,938.1,1041.1,0,0.0,0.0,0.0,,,
3217,L'Isle à Périgueux,3592500,2497500,2150,Isle,Isle,Dordogne,FR,0.853,0.891,1.1,0.993,2.0,2,148.7,167.9,215.3,246.6,276.7,315.6,344.8,373.8,412.2,1,1.0,0.0,0.0,1.0,1.0,1.0
3218,L'Isle à Abzac,3522500,2487500,3825,Isle,Isle,Dordogne,FR,,,,,2.0,2,219.3,252.2,333.2,386.8,438.3,504.8,554.7,604.4,670.0,1,1.0,0.0,0.0,1.0,1.0,1.0
3219,Le Luy à Saint-Pandelon,3432500,2352500,1050,Adour,Luy,Adour,FR,0.513,0.869,1.178,0.566,2.0,32,90.6,103.2,134.4,155.0,174.8,200.4,219.6,238.7,263.9,1,0.0,1.0,0.0,0.0,,0.0
3220,Le Gave d'Oloron à Oloron-Sainte-Marie [Pont SNCF],3457500,2292500,1300,Les Gaves Runis,Gave d'Oloron,Adour,FR,0.613,0.63,1.005,1.113,2.0,23,250.7,294.7,402.8,474.4,543.1,632.0,698.6,765.0,852.5,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
3221,Le Gave d'Oloron à Escos,3432500,2322500,2600,Les Gaves Runis,Gave d'Oloron,Adour,FR,0.705,0.768,1.118,0.861,2.0,23,484.5,577.2,805.4,956.4,1101.4,1288.9,1429.5,1569.5,1754.3,2,2.0,0.0,0.0,1.0,1.0,1.0
3223,La Saône à Cendrecourt,4017500,2757500,1225,Saone,Saone,Rhone,FR,0.778,0.816,1.063,0.892,2.0,675,122.7,143.3,194.0,227.7,259.9,301.6,332.9,364.1,405.2,0,0.0,0.0,1.0,,0.0,0.0
3224,La Lanterne à Fleurey-lès-Faverney,4027500,2742500,1000,Saone,Lanterne,Rhone,FR,0.709,0.835,0.767,1.056,3.0,674,127.2,145.0,188.7,217.6,245.4,281.3,308.3,335.1,370.5,0,0.0,0.0,1.0,,0.0,0.0
3225,La Saône à Ray-sur-Saône,4012500,2727500,3775,Saone,Saone,Rhone,FR,0.845,0.866,0.967,0.928,2.0,673,375.7,428.2,557.5,643.2,725.3,831.6,911.3,990.7,1095.4,0,0.0,0.0,1.0,,0.0,0.0
3226,L'Ognon à Chassey-lès-Montbozon [Bonnal],4047500,2717500,850,Saone,Ognon,Rhone,FR,0.805,0.902,0.836,0.959,3.0,661,78.9,89.9,116.7,134.5,151.6,173.7,190.2,206.7,228.5,1,1.0,0.0,2.0,1.0,0.3333333333333333,0.45054945054945056
3227,L'Ognon à Beaumotte-Aubertans,4032500,2707500,1250,Saone,Ognon,Rhone,FR,0.833,0.914,0.856,0.999,3.0,661,112.0,127.7,166.2,191.7,216.2,247.8,271.5,295.2,326.4,0,0.0,0.0,2.0,,0.0,0.0
3228,L'Ognon à Pesmes,3987500,2692500,2000,Saone,Ognon,Rhone,FR,0.871,0.918,0.902,0.989,3.0,661,170.3,193.6,250.8,288.7,325.1,372.1,407.4,442.5,488.9,0,0.0,0.0,1.0,,0.0,0.0
3229,La Saône à Auxonne,3972500,2687500,8825,Saone,Saone,Rhone,FR,0.848,0.875,0.965,1.079,2.0,655,652.8,743.5,966.9,1114.8,1256.6,1440.3,1577.8,1714.9,1895.8,0,0.0,0.0,1.0,,0.0,0.0
3232,L'Ouche à Sainte-Marie-sur-Ouche [Pont de Pany],3927500,2702500,525,Saone,Ouche,Rhone,FR,,,,,3.0,652,31.1,36.1,48.5,56.7,64.6,74.8,82.5,90.1,100.1,0,0.0,0.0,0.0,,,
3233,La Saône à Pagny-la-Ville [Lechatelet],3957500,2672500,11650,Saone,Saone,Rhone,FR,0.921,0.93,0.988,0.964,2.0,651,770.8,877.0,1138.5,1311.6,1477.6,1692.5,1853.5,2014.0,2225.7,0,0.0,0.0,0.0,,,
3235,Le Doubs à Goumois,4092500,2687500,1200,Saone,Doubs,Rhone,FR,0.818,0.884,1.14,0.991,3.0,647,169.7,193.7,252.8,292.0,329.5,378.1,414.5,450.8,498.7,0,0.0,0.0,0.0,,,
3236,Le Doubs à Glère [Courclavon],4097500,2697500,1350,Saone,Doubs,Rhone,FR,,,,,3.0,647,177.8,204.2,269.2,312.3,353.6,407.1,447.1,487.0,539.7,0,0.0,0.0,0.0,,,
3237,Le Dessoubre à Saint-Hippolyte,4077500,2687500,550,Saone,Dessoubre,Rhone,FR,0.8,0.88,0.89,0.884,4.0,646,83.4,94.6,122.2,140.5,158.1,180.8,197.8,214.8,237.1,1,0.0,1.0,1.0,0.0,0.0,0.0
3238,Le Doubs à Mathay,4077500,2707500,2275,Saone,Doubs,Rhone,FR,0.868,0.908,0.976,0.909,3.0,645,269.3,307.7,402.1,464.6,524.5,602.1,660.3,718.2,794.6,0,0.0,0.0,1.0,,0.0,0.0
3239,L'Allan à Courcelles-lès-Montbéliard,4077500,2717500,1075,Saone,Allaine,Rhone,FR,0.761,0.885,0.791,1.019,4.0,644,151.9,181.0,252.5,299.8,345.2,404.0,448.0,491.9,549.8,0,0.0,0.0,0.0,,,
3240,Le Doubs à Voujeaucourt,4072500,2712500,3600,Saone,Doubs,Rhone,FR,0.879,0.92,0.93,0.942,3.0,643,405.5,472.3,636.5,745.2,849.5,984.5,1085.7,1186.5,1319.4,0,0.0,0.0,0.0,,,
3241,Le Doubs à Besançon,4022500,2687500,4675,Saone,Doubs,Rhone,FR,0.852,0.924,0.876,0.976,3.0,643,498.7,577.7,772.0,900.6,1024.1,1183.8,1303.5,1422.7,1580.1,0,0.0,0.0,1.0,,0.0,0.0
3242,Le Doubs à Rochefort-sur-Nenon,3982500,2677500,5225,Saone,Doubs,Rhone,FR,0.857,0.916,0.885,0.982,3.0,643,532.0,615.4,820.6,956.5,1086.8,1255.5,1381.9,1507.8,1674.0,0,0.0,0.0,1.0,,0.0,0.0
3243,La Loue à Chenecey-Buillon,4012500,2677500,1100,Saone,Loue,Rhone,FR,0.611,0.881,0.631,1.033,4.0,642,206.4,236.2,309.5,358.0,404.6,464.8,510.0,555.0,614.3,1,1.0,0.0,0.0,1.0,1.0,1.0
3244,La Loue à Champagne-sur-Loue,4002500,2667500,1350,Saone,Loue,Rhone,FR,0.695,0.882,0.719,0.978,4.0,642,242.4,277.4,363.6,420.6,475.3,546.2,599.3,652.1,721.9,1,1.0,0.0,0.0,1.0,1.0,1.0
3245,Le Doubs à Neublans-Abergement,3967500,2657500,7475,Saone,Doubs,Rhone,FR,0.889,0.928,0.93,0.954,3.0,641,799.5,914.1,1196.0,1382.7,1561.8,1793.6,1967.3,2140.3,2368.6,1,1.0,0.0,0.0,1.0,1.0,1.0
3246,La Dheune à Palleau,3942500,2662500,1000,Saone,Dheune,Rhone,FR,0.619,0.782,0.695,0.933,3.0,632,25.8,31.8,46.6,56.4,65.7,77.9,86.9,96.0,107.9,0,0.0,0.0,0.0,,,
3247,La Saône à Chalon-sur-Saône [port fluvial],3927500,2642500,21400,Saone,Saone,Rhone,FR,0.801,0.855,0.932,1.118,2.0,631,1511.4,1710.8,2201.6,2526.6,2838.3,3241.8,3544.2,3845.4,4242.9,0,0.0,0.0,1.0,,0.0,0.0
3248,La Saône à Tournus,3932500,2617500,23100,Saone,Saone,Rhone,FR,0.916,0.916,0.999,1.008,2.0,631,1541.0,1743.6,2242.2,2572.3,2889.0,3298.8,3606.0,3912.0,4315.7,0,0.0,0.0,1.0,,0.0,0.0
3249,La Seille à Saint-Usuge,3957500,2632500,900,Saone,Seille,Rhone,FR,0.775,0.82,0.867,1.017,3.0,621,114.1,134.7,185.5,219.2,251.4,293.2,324.5,355.7,396.8,1,0.0,1.0,0.0,0.0,,0.0
3251,La Bienne à Jeurre,3992500,2592500,575,Ain,Bienne,Rhone,FR,0.591,0.831,0.634,1.064,3.0,821,190.6,216.0,278.6,320.0,359.7,411.1,449.6,488.0,538.7,1,0.0,1.0,1.0,0.0,0.0,0.0
3253,Le Rhône à Tarascon,3887500,2307500,95975,Rhone,Rhone,Rhone,FR,0.846,0.899,0.89,1.039,1.0,111,4788.5,5548.7,7419.6,8658.3,9846.4,11384.4,12536.9,13685.2,15200.1,1,0.0,1.0,0.0,0.0,,0.0
3255,L'Aude à Carcassonne,3697500,2262500,1825,Aude,Aude,Aude,FR,0.755,0.777,0.906,0.961,1.0,1,48.6,70.7,125.0,161.0,195.6,240.2,273.7,307.1,351.1,0,0.0,0.0,0.0,,,
3256,L'Aude à Moussan [Moussoulens - écluse],3747500,2262500,4900,Aude,Aude,Aude,FR,0.503,0.702,1.365,1.157,1.0,1,452.9,674.2,1218.6,1579.1,1924.9,2372.5,2707.9,3042.1,3483.0,0,0.0,0.0,0.0,,,
3257,L'Hérault à Agde,3787500,2272500,2625,Herault,Herault,Herault,FR,0.73,0.795,1.142,1.103,1.0,1,626.9,789.8,1190.7,1456.2,1710.8,2040.3,2287.3,2533.4,2858.0,0,0.0,0.0,0.0,,,
3258,L'Orb à Béziers [Tabarka],3767500,2277500,1325,Orb,Orb,Orb,FR,0.739,0.833,0.85,0.868,1.0,1,84.2,163.0,356.9,485.3,608.4,767.9,887.3,1006.3,1163.4,0,0.0,0.0,0.0,,,
3259,Le Var à Entrevaux [Pont-levis],4062500,2322500,675,Var,Var,Var,FR,0.689,0.749,0.854,1.112,1.0,1,80.4,99.9,148.0,179.8,210.3,249.8,279.4,308.9,347.8,0,0.0,0.0,0.0,,,
3267,Faxi,2897500,4887500,2825,Tungufljot,Tungufljot,Oelfusa,IS,,,,,3.0,2,265.0,313.4,432.4,511.2,586.8,684.7,758.0,831.1,927.4,0,0.0,0.0,1.0,,0.0,0.0
3272,Forsæludalur,2957500,4987500,2100,Vatnsdalsa,Vatnsdalsa,Vatnsdals,IS,,,,,1.0,1,111.8,138.9,205.7,249.8,292.2,347.1,388.2,429.2,483.3,0,0.0,0.0,0.0,,,
3278,Hróaldarstaðir,3202500,4947500,725,Sela,Sela,Sela,IS,,,,,1.0,1,71.7,85.2,118.2,140.1,161.0,188.2,208.6,228.8,255.6,0,0.0,0.0,0.0,,,
3280,Upptyppingar,3097500,4887500,1975,Bakkahlaup,Jokulsa A Fjollum,Jkuls Fjllum,IS,,,,,1.0,3,257.1,299.1,402.5,470.9,536.6,621.5,685.2,748.7,832.4,2,0.0,2.0,0.0,0.0,,0.0
3281,Lónshnjúkur,3107500,4882500,1375,Bakkahlaup,Kreppa,Jkuls Fjllum,IS,0.572,0.668,0.87,1.237,2.0,2,203.6,240.3,330.6,390.4,447.7,522.0,577.6,633.0,706.1,3,0.0,3.0,0.0,0.0,,0.0
