start;end;ID
2021-01-02 9:00;2022-12-31 9:00;1368
2021-01-02 9:00;2022-12-31 9:00;1369
2021-01-02 9:00;2022-12-31 9:00;1370
2021-01-02 9:00;2022-12-31 9:00;1371
2021-01-02 9:00;2022-12-31 9:00;1372
2021-01-02 9:00;2022-12-31 9:00;1373
2021-01-02 9:00;2022-12-31 9:00;1374
2021-01-02 9:00;2022-12-31 9:00;1375
2021-01-02 9:00;2022-12-31 9:00;1376
2021-01-02 9:00;2022-12-31 9:00;1377
2021-01-02 9:00;2022-12-31 9:00;1378
2021-01-01 0:00;2021-12-31 23:30;1399
2021-01-01 0:00;2021-12-31 23:30;1400
2021-01-01 0:00;2021-12-31 23:30;1401
2021-01-01 0:00;2021-12-31 23:45;1402
2021-01-01 0:00;2021-12-31 23:45;1403
2021-01-01 0:00;2021-12-31 23:45;1404
2021-01-01 0:00;2021-12-31 23:45;1405
2021-01-01 0:00;2021-12-31 23:30;1406
2021-01-01 0:00;2021-12-24 3:45;1407
2021-01-01 0:00;2021-12-31 23:45;1408
2018-01-01 0:00;2021-12-31 23:30;1409
2018-01-01 0:00;2021-12-25 7:30;1410
2021-01-01 0:00;2021-12-31 23:45;1411
2021-01-01 0:00;2021-12-31 23:30;1412
2021-01-01 0:00;2021-12-31 23:30;1413
2021-01-01 0:00;2021-12-31 23:30;1414
2021-01-01 0:00;2021-12-31 23:30;1415
2021-01-01 0:00;2021-12-31 22:00;1416
2021-01-01 0:00;2021-12-31 23:30;1417
2021-01-01 0:00;2021-12-31 23:30;1418
2021-01-01 0:00;2021-12-31 23:30;1419
2021-01-01 0:00;2021-12-31 23:30;1420
2021-01-01 0:00;2021-12-31 23:30;1421
2018-01-01 0:00;2021-01-01 0:00;1482
2018-01-01 0:00;2021-01-01 0:00;1483
2018-01-01 0:00;2021-01-01 0:00;1484
2018-01-01 0:00;2021-01-01 0:00;1485
2018-01-01 0:00;2021-01-01 0:00;1486
2018-01-01 0:00;2021-01-01 0:00;1487
2018-01-01 0:00;2021-01-01 0:00;1488
2018-01-01 0:00;2021-01-01 0:00;1489
2018-01-01 0:00;2021-01-01 0:00;1490
2018-01-01 0:00;2021-01-01 0:00;1492
2018-01-01 0:00;2021-01-01 0:00;1494
2018-01-01 0:00;2021-01-01 0:00;1495
2018-01-01 0:00;2021-01-01 0:00;1496
2018-01-01 0:00;2021-01-01 0:00;1499
2018-01-01 0:00;2021-01-01 0:00;1503
2018-01-01 0:00;2021-01-01 0:00;1506
2018-01-01 0:00;2021-01-01 0:00;1509
2018-01-01 0:00;2021-01-01 0:00;1510
2018-01-01 0:00;2021-01-01 0:00;1514
2018-01-01 0:00;2021-01-01 0:00;1519
2018-01-01 0:00;2021-01-01 0:00;1526
2018-01-01 0:00;2021-01-01 0:00;1527
2018-01-01 0:00;2021-01-01 0:00;1529
2018-01-01 0:00;2021-01-01 0:00;1531
2018-01-01 0:00;2021-01-01 0:00;1534
2018-01-01 0:00;2021-01-01 0:00;1535
2018-01-01 0:00;2021-01-01 0:00;1536
2018-01-01 0:00;2021-01-01 0:00;1537
2018-01-01 0:00;2021-01-01 0:00;1542
2018-01-01 0:00;2021-01-01 0:00;1543
2018-01-01 0:00;2021-01-01 0:00;1544
2018-01-01 0:00;2021-01-01 0:00;1545
2018-01-01 0:00;2021-01-01 0:00;1546
2018-01-01 0:00;2021-01-01 0:00;1550
2018-01-01 0:00;2021-01-01 0:00;1551
2018-01-01 0:00;2021-01-01 0:00;1552
2018-01-01 0:00;2021-01-01 0:00;1553
2018-01-01 0:00;2021-01-01 0:00;1554
2018-01-01 0:00;2020-11-25 5:00;1557
2018-01-01 0:00;2021-01-01 0:00;1558
2018-01-01 0:00;2021-01-01 0:00;1559
2018-01-01 0:00;2021-01-01 0:00;1560
2018-01-01 0:00;2021-01-01 0:00;1564
2018-01-01 0:00;2021-01-01 0:00;1565
2018-01-01 0:00;2021-01-01 0:00;1568
2018-01-01 0:00;2021-01-01 0:00;1569
2018-01-01 0:00;2021-01-01 0:00;1572
2018-01-01 0:00;2021-01-01 0:00;1573
2018-01-01 0:00;2021-01-01 0:00;1575
2018-01-01 0:00;2021-01-01 0:00;1580
2018-01-01 0:00;2018-04-09 9:00;1680
2018-01-01 0:00;2018-05-22 22:00;1681
2018-01-01 0:00;2018-04-30 22:00;1683
2018-01-01 0:00;2018-04-01 0:00;1685
2018-01-01 0:00;2018-05-01 0:00;1688
2018-01-01 0:00;2018-02-04 22:00;1690
2018-01-01 0:00;2019-12-31 21:00;1696
2018-01-01 0:00;2019-12-31 21:00;1697
2018-01-01 0:00;2021-12-31 22:00;1698
2018-01-01 0:04;2020-01-01 0:04;1700
